书写/显示语言,目标类别,目标槽位,词形,逐格依据,原填充色
極東語 · 东国语,语言名,萨米诸语言,サーミ諸語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,萨尔贡诸语言,サルゴン諸語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,汐斯塔克里奥尔语,シエスタ・クレオール,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,叙拉古语,シラクーザ語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,塔拉语,ターラー語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,乌萨斯语,ウルサス語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,维多利亚语,ヴィクトリア語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,炎语,炎語,日服词形或日语构词；逐项待核,FFFFF1B8
Iberiano · 伊比利亚语（西语型）,语言名,阿戈尔语,aegiriano,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,玻利瓦尔语,multilingüe: iberiano bolivariano / victoriano / leithaniano,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,哥伦比亚语,columbiano,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,杜林语,duriniano,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,高卢语,galo,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,东国语,higashiano,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,伊比利亚语（西语型）,iberiano,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,伊比利亚语（葡语型）,iberiano (variante ocidental),语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,卡兹戴尔语,kazdeliano,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,卡西米尔语,kazimierziano,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,谢拉格语,kjeraguiano,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,拉特兰语,laterano,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,莱塔尼亚语,leithaniano,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,龙门话,lungmenés,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,米诺斯语,minoico,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,梦魇语,nightzmorano,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,雷姆必拓区域语体,lengua común de Rim Billiton,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,萨米诸语言,lenguas sami,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,萨尔贡诸语言,dialectos sargonianos,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,汐斯塔克里奥尔语,criollo siestano + otras lenguas,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,叙拉古语,siracusano,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,塔拉语,Tengae / tarano,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,乌萨斯语,ursino,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,维多利亚语,victoriano,语言学推拟·中,FFE9DDF6
Iberiano · 伊比利亚语（西语型）,语言名,炎语,yanés,语言学推拟·中,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,阿戈尔语,aegiriano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,玻利瓦尔语,bolivariano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,哥伦比亚语,columbiano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,杜林语,duriniano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,高卢语,gaulês,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,东国语,higashiano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,伊比利亚语（西语型）,iberiano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,伊比利亚语（葡语型）,iberiano ocidental,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,卡兹戴尔语,kazdeliano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,卡西米尔语,kazimierziano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,谢拉格语,kjeraguiano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,拉特兰语,laterano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,莱塔尼亚语,leithaniano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,龙门话,lungmenês,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,米诺斯语,minoico,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,梦魇语,nightzmorano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,雷姆必拓区域语体,língua comum de Rim Billiton,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,萨米诸语言,línguas sami,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,萨尔贡诸语言,dialetos sargonianos,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,汐斯塔克里奥尔语,crioulo siestano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,叙拉古语,siracusano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,塔拉语,Tengae / tarano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,乌萨斯语,ursino,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,维多利亚语,vitoriano,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Iberiano ocidental · 伊比利亚语（葡语型）,语言名,炎语,yanês,语言学推拟：葡语形容词/语言结构,FFE9DDF6
Kazdelian · 卡兹戴尔语,语言名,阿戈尔语,Aegirian,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,玻利瓦尔语,Bolivarian,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,哥伦比亚语,Columbian,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,杜林语,Durish,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,高卢语,Gaulish,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,东国语,Higashinese,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,伊比利亚语（西语型）,Iberian,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,伊比利亚语（葡语型）,Iberian,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,卡兹戴尔语,Kazdelian,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,卡西米尔语,Kazimierzian,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,谢拉格语,Kjeragi,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,拉特兰语,Lateran,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,莱塔尼亚语,Leithanian,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,龙门话,Lungmenite,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,米诺斯语,Minoan,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,梦魇语,Nightzmoran,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,雷姆必拓区域语体,Rim Billiton usage,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,萨米诸语言,Sami languages,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,萨尔贡诸语言,Sargonian languages,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,汐斯塔克里奥尔语,Siestan Creole,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,叙拉古语,Siracusan,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,塔拉语,Taran,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,乌萨斯语,Ursine,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,维多利亚语,Victorian,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazdelian · 卡兹戴尔语,语言名,炎语,Yanese,待人工审核：保留国际服语言名；不强造闪语,FFF5CBCB
Kazimierski · 卡西米尔语,语言名,阿戈尔语,język aegirski,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,玻利瓦尔语,wielojęzyczny: iberyjski boliwariański / wiktoriański / leithanieński,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,哥伦比亚语,język kolumbijski,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,杜林语,język duriński,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,高卢语,język galijski,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,东国语,język higashijski,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,伊比利亚语（西语型）,język iberyjski,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,伊比利亚语（葡语型）,język iberyjski · 葡语型,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,卡兹戴尔语,język kazdelski,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,卡西米尔语,język kazimierski,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,谢拉格语,język kjeragski,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,拉特兰语,język laterański,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,莱塔尼亚语,język leithanieński,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,龙门话,język lungmeński,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,米诺斯语,język minojski,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,梦魇语,język nightzmorański,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,雷姆必拓区域语体,mowa wspólna Rim Billiton,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,萨米诸语言,języki sami,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,萨尔贡诸语言,dialekty sargońskie,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,汐斯塔克里奥尔语,kreolski siestański + inne,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,叙拉古语,język siracusański,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,塔拉语,Tengae / język tarański,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,乌萨斯语,język ursuski,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,维多利亚语,język wiktoriański,语言学推拟·中,FFE9DDF6
Kazimierski · 卡西米尔语,语言名,炎语,język yański,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,阿戈尔语,ægirsk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,玻利瓦尔语,flerspråklig: bolivariansk iberisk / viktoriansk / leithaniensk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,哥伦比亚语,columbiansk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,杜林语,durinsk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,高卢语,gaulsk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,东国语,higashisk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,伊比利亚语（西语型）,iberisk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,伊比利亚语（葡语型）,iberisk · 葡语型,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,卡兹戴尔语,kazdelsk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,卡西米尔语,kazimierzisk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,谢拉格语,kjeragisk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,拉特兰语,lateransk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,莱塔尼亚语,leithaniensk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,龙门话,lungmensk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,米诺斯语,minoisk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,梦魇语,nightzmoransk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,雷姆必拓区域语体,fellesspråk i Rim Billiton,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,萨米诸语言,samiske språk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,萨尔贡诸语言,sargonske dialekter,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,汐斯塔克里奥尔语,siestansk kreol + andre språk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,叙拉古语,siracusansk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,塔拉语,Tengae / taransk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,乌萨斯语,ursisk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,维多利亚语,viktoriansk,语言学推拟·中,FFE9DDF6
Kjeragisk · 谢拉格语,语言名,炎语,yanesisk,语言学推拟·中,FFE9DDF6
Lateranensis · 拉特兰语,语言名,阿戈尔语,Aegiriana,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,玻利瓦尔语,multae linguae,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,哥伦比亚语,Columbiana,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,杜林语,Duriniana,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,高卢语,Gallica,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,东国语,Higashiana,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,伊比利亚语（西语型）,Iberica,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,伊比利亚语（葡语型）,Iberica · 葡语型,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,卡兹戴尔语,Kazdeliana,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,卡西米尔语,Kazimierziana,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,谢拉格语,Kjeragiana,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,拉特兰语,Laterana,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,莱塔尼亚语,Leithaniana,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,龙门话,Lungmeniana,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,米诺斯语,Minoa,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,梦魇语,Nightzmorana,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,雷姆必拓区域语体,communis Rim Billiton,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,萨米诸语言,linguae Samicae,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,萨尔贡诸语言,dialecti Sargoniani,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,汐斯塔克里奥尔语,Creola Siestana,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,叙拉古语,Siracusana,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,塔拉语,Tengae / Tarana,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,乌萨斯语,Ursina,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,维多利亚语,Victoriana,语言学推拟·低,FFF5CBCB
Lateranensis · 拉特兰语,语言名,炎语,Yanensis,语言学推拟·低,FFF5CBCB
Leithanisch · 莱塔尼亚语,语言名,阿戈尔语,Ägirisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,玻利瓦尔语,mehrsprachig: bolivarianisches Iberisch / Viktorianisch / Leithanisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,哥伦比亚语,Columbianisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,杜林语,Durinisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,高卢语,Gallisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,东国语,Higashisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,伊比利亚语（西语型）,Iberisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,伊比利亚语（葡语型）,Iberisch · 葡语型,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,卡兹戴尔语,Kazdelisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,卡西米尔语,Kazimierzisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,谢拉格语,Kjeragisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,拉特兰语,Lateranisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,莱塔尼亚语,Leithanisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,龙门话,Lungmenisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,米诺斯语,Minoisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,梦魇语,Nightzmoranisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,雷姆必拓区域语体,Rim-Billiton-Gemeinsprache,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,萨米诸语言,samische Sprachen,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,萨尔贡诸语言,sargonische Dialekte,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,汐斯塔克里奥尔语,Siesta-Kreolisch + weitere Sprachen,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,叙拉古语,Siracusanisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,塔拉语,Tengae / Taranisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,乌萨斯语,Ursisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,维多利亚语,Viktorianisch,语言学推拟·中,FFE9DDF6
Leithanisch · 莱塔尼亚语,语言名,炎语,Yanisch,语言学推拟·中,FFE9DDF6
龍門話 · 龙门话,语言名,阿戈尔语,阿戈爾語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,玻利瓦尔语,玻利瓦爾語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,哥伦比亚语,哥倫比亞語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,杜林语,杜林語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,高卢语,高盧語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,东国语,東語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,伊比利亚语（西语型）,伊比利亞語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,伊比利亚语（葡语型）,伊比利亞語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,卡兹戴尔语,卡茲戴爾語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,卡西米尔语,卡西米爾語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,谢拉格语,謝拉格語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,拉特兰语,拉特蘭語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,莱塔尼亚语,萊塔尼亞語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,龙门话,龍門話,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,米诺斯语,米諾斯語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,梦魇语,夢魘語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,雷姆必拓区域语体,雷姆必拓語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,萨米诸语言,薩米語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,萨尔贡诸语言,薩爾貢語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,汐斯塔克里奥尔语,汐斯塔語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,叙拉古语,敘拉古語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,塔拉语,塔拉語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,乌萨斯语,烏薩斯語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,维多利亚语,維多利亞語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
龍門話 · 龙门话,语言名,炎语,炎語,编辑构词：地名＋語/話；待粤语审校,FFF9E0C7
Μινωικά · 米诺斯语,语言名,阿戈尔语,Αιγιρικά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,玻利瓦尔语,Μπολιβαριανά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,哥伦比亚语,Κολουμπιανά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,杜林语,Ντουρινικά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,高卢语,Γαλατικά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,东国语,Χιγκασικά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,伊比利亚语（西语型）,Ιβηρικά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,伊比利亚语（葡语型）,Ιβηρικά δυτικού τύπου,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,卡兹戴尔语,Καζντελικά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,卡西米尔语,Καζιμιερζικά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,谢拉格语,Κιεραγκικά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,拉特兰语,Λατερανικά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,莱塔尼亚语,Λαϊτανικά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,龙门话,Λουνγκμενικά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,米诺斯语,Μινωικά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,梦魇语,Ναϊτζμορανικά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,雷姆必拓区域语体,κοινή γλώσσα του Ριμ Μπίλιτον,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,萨米诸语言,σαμικές γλώσσες,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,萨尔贡诸语言,σαργονικές γλώσσες,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,汐斯塔克里奥尔语,κρεολικά της Σιέστα,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,叙拉古语,Σιρακουζάνικα,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,塔拉语,Tengae / Ταρανικά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,乌萨斯语,Ουρσικά,语言学推拟：希腊语语言名构词,FFE9DDF6
Μινωικά · 米诺斯语,语言名,维多利亚语,Βικτωριανά,语言学推拟：希腊语语言名构词,FFE9DDF6
